traj_id,mm_id,path,timestamp,driver_id
69,155,"[1327, 10232, 10235, 1321, 5604, 5593, 10521, 5581, 9422, 5577, 433, 8279, 434, 1318, 437, 438, 441, 586, 1305, 10403, 1862, 443, 445, 580, 10451, 741, 3127, 738, 5250, 73, 10708, 3112, 3106, 3108, 3101, 3109, 3104, 3107]","[1372643960, 1372643965, 1372643965, 1372643970, 1372643972, 1372643974, 1372643975, 1372643990, 1372643990, 1372643997, 1372644005, 1372644017, 1372644020, 1372644035, 1372644050, 1372644059, 1372644065, 1372644078, 1372644079, 1372644080, 1372644095, 1372644110, 1372644119, 1372644125, 1372644140, 1372644155, 1372644170, 1372644185, 1372644193, 1372644195, 1372644200, 1372644200, 1372644206, 1372644208, 1372644211, 1372644215, 1372644224, 1372644230]",20000545
70,75,"[8236, 5018, 4788, 18, 20, 8193, 8197, 8196, 56, 58, 24, 10082, 5130, 3103, 5132, 3091, 3093, 8244, 3352, 79, 76, 7714, 7930, 5503, 759, 762, 765]","[1372644235, 1372644252, 1372644265, 1372644280, 1372644285, 1372644295, 1372644298, 1372644310, 1372644325, 1372644340, 1372644370, 1372644380, 1372644385, 1372644397, 1372644400, 1372644415, 1372644419, 1372644430, 1372644439, 1372644445, 1372644490, 1372644520, 1372644530, 1372644535, 1372644550, 1372644565, 1372644580]",20000520
71,182,"[7856, 8501, 1068, 490, 238, 3417, 8489, 3416, 236, 232, 223, 222, 219, 1052, 9533, 215, 212, 208, 5617, 5622, 785, 786, 693, 2410, 7033, 689, 2444, 2485, 2441, 10495, 2478]","[1372644281, 1372644288, 1372644311, 1372644356, 1372644371, 1372644412, 1372644413, 1372644416, 1372644424, 1372644431, 1372644446, 1372644461, 1372644506, 1372644521, 1372644536, 1372644556, 1372644557, 1372644558, 1372644564, 1372644566, 1372644611, 1372644626, 1372644631, 1372644638, 1372644641, 1372644656, 1372644668, 1372644671, 1372644686, 1372644701, 1372644716]",20000320
72,143,"[8237, 6768, 1061, 91, 8299, 5502, 7930, 5503, 759, 762, 766, 8504, 7898, 864, 9102, 865, 949, 948, 7016, 867, 8771, 990, 980, 2157, 981, 8772, 4637, 4962, 10224, 2385, 10748, 10747, 10219]","[1372644302, 1372644316, 1372644317, 1372644337, 1372644341, 1372644362, 1372644377, 1372644385, 1372644392, 1372644407, 1372644422, 1372644452, 1372644453, 1372644458, 1372644469, 1372644475, 1372644482, 1372644513, 1372644524, 1372644537, 1372644542, 1372644557, 1372644587, 1372644596, 1372644606, 1372644617, 1372644618, 1372644632, 1372644647, 1372644648, 1372644649, 1372644653, 1372644662]",20000560
73,118,"[2410, 7033, 691, 687, 685, 7644, 3494, 707, 1493, 3448, 1488, 1486, 3451, 3455, 10480, 1734, 8495, 5690, 7037, 717, 713, 708, 5115, 720, 729, 2380, 8494, 7018, 727, 63, 7286, 6781, 7845, 732, 734, 772, 1684, 7780, 770, 7782, 7460, 6769, 737, 37, 8517, 837, 8275, 778, 8301, 777, 8276, 10300, 931, 10314, 6435, 937, 945, 933, 9738, 838, 7811, 6649, 942, 6648, 7808, 7809, 843, 7894, 7892, 7890, 846, 849, 853, 857, 8258, 8254, 7372, 978, 988, 8265, 1989, 1093, 6456, 10302, 10303, 10306, 4746, 2172, 4697, 4698, 4701, 8634, 4707, 4703, 6618, 7008]","[1372644311, 1372644326, 1372644341, 1372644356, 1372644371, 1372644386, 1372644394, 1372644401, 1372644411, 1372644416, 1372644421, 1372644427, 1372644431, 1372644446, 1372644453, 1372644457, 1372644460, 1372644461, 1372644469, 1372644476, 1372644482, 1372644488, 1372644491, 1372644506, 1372644521, 1372644530, 1372644531, 1372644535, 1372644536, 1372644546, 1372644551, 1372644563, 1372644566, 1372644581, 1372644596, 1372644611, 1372644614, 1372644615, 1372644625, 1372644626, 1372644636, 1372644640, 1372644641, 1372644646, 1372644649, 1372644652, 1372644656, 1372644656, 1372644671, 1372644689, 1372644692, 1372644716, 1372644727, 1372644731, 1372644739, 1372644741, 1372644746, 1372644761, 1372644761, 1372644791, 1372644794, 1372644806, 1372644821, 1372644822, 1372644822, 1372644822, 1372644824, 1372644824, 1372644824, 1372644824, 1372644825, 1372644826, 1372644826, 1372644827, 1372644827, 1372644827, 1372644828, 1372644828, 1372644829, 1372644830, 1372644831, 1372644831, 1372644832, 1372644832, 1372644832, 1372644832, 1372644832, 1372644833, 1372644833, 1372644834, 1372644834, 1372644835, 1372644835, 1372644836, 1372644836, 1372644911]",20000492
74,97,"[6649, 942, 6648, 7808, 7809, 843, 7894, 7891, 7882, 954, 7684, 6651, 6440, 968, 10596, 957, 960, 854, 850, 848, 7889, 7887, 7895, 842, 7814, 840, 9737, 934, 6763, 7493, 939, 943, 936, 6437, 10313, 932, 10299, 8274, 836, 8656, 8484, 779, 7939, 244, 8813, 7737, 8810, 7451, 241, 5498, 7008]","[1372644436, 1372644451, 1372644453, 1372644453, 1372644453, 1372644458, 1372644459, 1372644459, 1372644460, 1372644462, 1372644462, 1372644463, 1372644466, 1372644467, 1372644467, 1372644467, 1372644468, 1372644468, 1372644469, 1372644469, 1372644470, 1372644470, 1372644470, 1372644470, 1372644471, 1372644472, 1372644472, 1372644472, 1372644473, 1372644474, 1372644474, 1372644474, 1372644474, 1372644474, 1372644475, 1372644475, 1372644475, 1372644476, 1372644476, 1372644476, 1372644477, 1372644478, 1372644478, 1372644478, 1372644479, 1372644479, 1372644479, 1372644479, 1372644479, 1372644481, 1372644481]",20000112
75,82,"[837, 8275, 778, 8300, 8792, 7715, 8784, 947, 1059, 3360, 7931, 7713, 77, 7716, 8247, 8278, 8248, 5133, 111, 114, 4509, 1976, 3090, 569, 7945, 586]","[1372644476, 1372644515, 1372644521, 1372644531, 1372644532, 1372644536, 1372644551, 1372644561, 1372644563, 1372644566, 1372644581, 1372644611, 1372644626, 1372644633, 1372644640, 1372644641, 1372644644, 1372644652, 1372644656, 1372644686, 1372644701, 1372644709, 1372644714, 1372644715, 1372644716, 1372644731]",20000307
76,96,"[764, 4770, 863, 858, 860, 7897, 8487, 107, 93, 99, 2129, 8799, 122, 906, 4597, 4588, 572, 4594, 10243, 896, 10249, 1359]","[1372644655, 1372644663, 1372644670, 1372644700, 1372644715, 1372644727, 1372644730, 1372644760, 1372644775, 1372644785, 1372644790, 1372644799, 1372644805, 1372644820, 1372644865, 1372644880, 1372644891, 1372644895, 1372644905, 1372644910, 1372644925, 1372644940]",20000520
77,526,"[34, 38, 33, 35, 5655, 5651, 7840, 5654, 1055, 7287, 62, 726, 7019, 7022, 10775, 2379, 730, 719, 5116, 709, 714, 716, 7036, 5693, 8497, 5691, 1735, 10479, 3454, 3452, 1485, 1487, 3447, 1494, 706, 3493, 7236, 7647, 1612, 703]","[1372644810, 1372644825, 1372644855, 1372644870, 1372644872, 1372644872, 1372644873, 1372644874, 1372644885, 1372644897, 1372644900, 1372644909, 1372644911, 1372644915, 1372644918, 1372644930, 1372644945, 1372644969, 1372644975, 1372644990, 1372644997, 1372645005, 1372645010, 1372645016, 1372645017, 1372645020, 1372645021, 1372645026, 1372645035, 1372645050, 1372645065, 1372645072, 1372645080, 1372645085, 1372645095, 1372645110, 1372645140, 1372645170, 1372645185, 1372645230]",20000004
78,219,"[1061, 91, 8299, 5502, 7930, 5503, 759, 762, 766, 8504, 7898, 864, 9102, 866, 7016, 867, 8771, 990, 980, 2158, 2165, 4663, 2162, 4661, 4635, 10372, 2161, 2289, 8555, 2168, 2169, 2209, 2215, 2190, 5198, 2192, 4904, 4896, 4915, 4914, 10343, 2258]","[1372644996, 1372645041, 1372645071, 1372645086, 1372645126, 1372645146, 1372645161, 1372645176, 1372645191, 1372645216, 1372645219, 1372645236, 1372645246, 1372645251, 1372645261, 1372645265, 1372645266, 1372645296, 1372645326, 1372645332, 1372645341, 1372645356, 1372645362, 1372645364, 1372645371, 1372645379, 1372645386, 1372645403, 1372645416, 1372645443, 1372645446, 1372645471, 1372645474, 1372645476, 1372645484, 1372645491, 1372645506, 1372645528, 1372645536, 1372645551, 1372645581, 1372645626]",20000620
79,144,"[734, 772, 1684, 7780, 770, 7782, 7460, 6769, 737, 37, 8517, 837, 8275, 778, 8300, 8792, 7715, 8784, 946, 31, 92, 7825, 90, 3099, 3094, 3101, 3109, 3105, 3096, 10711, 7076, 4511, 1049, 881, 892, 880, 583, 443, 446, 448, 3171, 450, 1968, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 454, 9604, 1966]","[1372645102, 1372645132, 1372645145, 1372645147, 1372645154, 1372645155, 1372645162, 1372645175, 1372645177, 1372645182, 1372645185, 1372645188, 1372645192, 1372645192, 1372645195, 1372645196, 1372645197, 1372645198, 1372645207, 1372645215, 1372645222, 1372645234, 1372645237, 1372645248, 1372645256, 1372645267, 1372645272, 1372645274, 1372645279, 1372645282, 1372645288, 1372645292, 1372645297, 1372645301, 1372645312, 1372645327, 1372645357, 1372645402, 1372645432, 1372645447, 1372645452, 1372645454, 1372645462, 1372645467, 1372645472, 1372645477, 1372645483, 1372645488, 1372645490, 1372645492, 1372645507, 1372645517, 1372645522]",20000671
80,423,"[5401, 7796, 5403, 5259, 376, 375, 538, 3312, 540, 541, 544, 8297, 5261, 547, 3144, 3162, 575, 10600, 3194, 3195, 3295, 10598, 3175, 1970, 8355, 8352, 576, 581, 8751, 582]","[1372645110, 1372645139, 1372645170, 1372645180, 1372645181, 1372645185, 1372645215, 1372645228, 1372645230, 1372645236, 1372645245, 1372645249, 1372645260, 1372645273, 1372645290, 1372645295, 1372645302, 1372645304, 1372645304, 1372645305, 1372645310, 1372645315, 1372645315, 1372645316, 1372645317, 1372645320, 1372645350, 1372645360, 1372645365, 1372645380]",20000542
81,116,"[7986, 10595, 7987, 47, 40, 42, 60, 10056, 872, 5698, 876, 10405]","[1372645426, 1372645456, 1372645473, 1372645486, 1372645516, 1372645523, 1372645531, 1372645561, 1372645606, 1372645617, 1372645621, 1372645636]",20000454
82,146,"[734, 772, 1684, 7780, 770, 7781, 6773, 6774, 7842, 6454, 834, 833, 6785, 7986, 10594, 69, 65, 6782, 7287, 62, 726, 7019, 7022, 10775, 2379, 730, 719, 5116, 709, 714, 715, 3425, 5142]","[1372645492, 1372645506, 1372645510, 1372645511, 1372645522, 1372645537, 1372645579, 1372645582, 1372645597, 1372645627, 1372645636, 1372645642, 1372645647, 1372645651, 1372645656, 1372645657, 1372645659, 1372645662, 1372645672, 1372645677, 1372645686, 1372645687, 1372645705, 1372645707, 1372645717, 1372645726, 1372645732, 1372645737, 1372645747, 1372645754, 1372645762, 1372645792, 1372645807]",20000171
83,211,"[10208, 684, 587, 10239, 10229, 1347, 10236, 997, 900, 904, 8280, 8279, 434, 1318, 437, 438, 441, 586, 1305, 10403, 1862, 443, 445]","[1372645583, 1372645613, 1372645658, 1372645673, 1372645686, 1372645688, 1372645703, 1372645710, 1372645718, 1372645733, 1372645744, 1372645748, 1372645749, 1372645763, 1372645778, 1372645793, 1372645808, 1372645837, 1372645838, 1372645841, 1372645853, 1372645868, 1372645883]",20000007
84,115,"[737, 38, 34, 37, 8517, 837, 8275, 778, 8300, 8792, 7715, 8784, 946, 31, 92, 7825, 90, 3099, 3094, 3101, 3109, 3105, 3096, 10711, 7076, 4511, 1049, 881, 892, 879, 8733, 2365, 1857, 911, 10444, 10447, 10446, 645, 635, 648, 2095, 7452, 2140, 2104, 2323, 2102, 10997, 2136, 2804, 9646, 2319, 8542, 8546, 2326, 2317, 2315]","[1372646173, 1372646188, 1372646195, 1372646202, 1372646205, 1372646210, 1372646214, 1372646214, 1372646218, 1372646219, 1372646220, 1372646221, 1372646233, 1372646248, 1372646255, 1372646263, 1372646278, 1372646323, 1372646338, 1372646345, 1372646348, 1372646348, 1372646351, 1372646353, 1372646358, 1372646361, 1372646365, 1372646368, 1372646383, 1372646398, 1372646406, 1372646409, 1372646411, 1372646413, 1372646437, 1372646443, 1372646450, 1372646458, 1372646469, 1372646473, 1372646477, 1372646482, 1372646488, 1372646501, 1372646503, 1372646518, 1372646532, 1372646533, 1372646543, 1372646548, 1372646548, 1372646557, 1372646563, 1372646578, 1372646653, 1372646728]",20000686
85,149,"[1159, 9441, 1150, 1153, 1688, 1156, 7643, 7646, 703, 11065, 704, 2493, 688, 690, 7032, 2409, 693, 2410, 7033, 691, 687, 686, 7049, 7047, 1687, 1154, 1151, 3587, 1052]","[1372646454, 1372646470, 1372646484, 1372646489, 1372646499, 1372646514, 1372646557, 1372646559, 1372646567, 1372646567, 1372646569, 1372646570, 1372646574, 1372646579, 1372646588, 1372646589, 1372646604, 1372646694, 1372646799, 1372646809, 1372646814, 1372646817, 1372646822, 1372646823, 1372646829, 1372646844, 1372646859, 1372646874, 1372646889]",20000574
86,207,"[1966, 1964, 544, 8297, 5261, 547, 3144, 3162, 575, 10600, 3194, 3195, 3295, 10598, 3175, 1970, 8355, 8352, 576, 581, 8751, 582, 584, 7944, 7942, 568, 570, 572, 4594, 10244, 2020, 1349, 900, 904, 8280, 8279, 435, 1288]","[1372646567, 1372646597, 1372646615, 1372646627, 1372646642, 1372646645, 1372646649, 1372646657, 1372646667, 1372646670, 1372646671, 1372646672, 1372646702, 1372646712, 1372646714, 1372646716, 1372646717, 1372646721, 1372646723, 1372646732, 1372646738, 1372646747, 1372646769, 1372646773, 1372646774, 1372646777, 1372646783, 1372646790, 1372646792, 1372646807, 1372646811, 1372646813, 1372646822, 1372646828, 1372646835, 1372646837, 1372646852, 1372646867]",20000520
87,187,"[3016, 3018, 3021, 3039, 3041, 3087, 3082, 6939, 3083, 459, 1193, 9466, 5588, 5573, 10549, 10551, 5560, 828, 8284, 128, 129, 8291, 633, 8033, 8292, 5109, 5005, 134, 135, 144, 138, 9257, 1982, 315, 7902, 7903, 2695, 9406, 2698, 2699, 4152, 2682, 2683, 5806, 5814, 2701, 5810, 2704, 7128, 9337, 9334, 2712, 8945, 5805, 10858, 2709, 10860, 8943, 10863, 4369, 8939, 2693, 8053, 2708, 4118, 4129, 4123, 4128, 6826, 6831, 6828]","[1372646651, 1372646681, 1372646711, 1372646726, 1372646741, 1372646746, 1372646756, 1372646786, 1372646816, 1372646831, 1372646840, 1372646845, 1372646846, 1372646861, 1372646876, 1372646886, 1372646887, 1372646891, 1372646906, 1372646925, 1372646936, 1372646951, 1372646981, 1372646996, 1372647011, 1372647017, 1372647026, 1372647041, 1372647086, 1372647098, 1372647101, 1372647120, 1372647131, 1372647141, 1372647146, 1372647146, 1372647152, 1372647158, 1372647161, 1372647167, 1372647176, 1372647191, 1372647197, 1372647205, 1372647206, 1372647210, 1372647211, 1372647217, 1372647219, 1372647221, 1372647227, 1372647229, 1372647232, 1372647236, 1372647237, 1372647239, 1372647245, 1372647246, 1372647249, 1372647251, 1372647258, 1372647262, 1372647266, 1372647283, 1372647296, 1372647300, 1372647311, 1372647356, 1372647368, 1372647370, 1372647371]",20000688
88,139,"[7946, 584, 7944, 7943, 7945, 586, 1306, 1180, 1310, 2284, 1179, 1264, 8760, 1265, 1178, 10455, 5827, 9419, 1177, 3003, 1175, 1701, 7269, 1109, 1222, 10550, 5564, 5568, 1181, 1183, 1200, 1810, 1188, 5551, 1820]","[1372647636, 1372647651, 1372647674, 1372647681, 1372647711, 1372647754, 1372647756, 1372647768, 1372647771, 1372647785, 1372647786, 1372647801, 1372647811, 1372647812, 1372647827, 1372647831, 1372647846, 1372647850, 1372647851, 1372647851, 1372647861, 1372647870, 1372647876, 1372647891, 1372647899, 1372647903, 1372647904, 1372647906, 1372647912, 1372647917, 1372647921, 1372647931, 1372647936, 1372647951, 1372647966]",20000621
89,135,"[7946, 584, 7944, 7943, 7945, 586, 1305, 10403, 1862, 443, 446, 448, 3171, 450, 1968, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 454, 9604, 1966]","[1372647683, 1372647698, 1372647721, 1372647728, 1372647758, 1372647784, 1372647785, 1372647788, 1372647803, 1372647818, 1372647826, 1372647833, 1372647838, 1372647840, 1372647848, 1372647853, 1372647858, 1372647863, 1372647868, 1372647872, 1372647874, 1372647876, 1372647878, 1372647888, 1372647893]",20000492
90,276,"[3099, 3094, 3101, 3109, 3105, 3096, 10711, 7078, 74, 10404, 744]","[1372647874, 1372647904, 1372647911, 1372647914, 1372647914, 1372647917, 1372647919, 1372647934, 1372647938, 1372647949, 1372647979]",20000195
91,126,"[933, 9738, 841, 7741, 8502, 7739, 761, 3355, 947, 1059, 3360, 7931, 7713, 77, 7716, 8247, 8277, 7292]","[1372647913, 1372647928, 1372647943, 1372647958, 1372647968, 1372647973, 1372648003, 1372648018, 1372648027, 1372648036, 1372648048, 1372648078, 1372648087, 1372648093, 1372648108, 1372648121, 1372648123, 1372648153]",20000307
92,193,"[3438, 9720, 3439, 1164, 3428, 5645, 5688, 5690, 7037, 717, 713, 710, 1167, 718, 721, 70, 3280, 61, 51, 39, 43, 45, 63, 7286, 6781, 7845, 732, 734, 772, 1684, 7780, 770, 7781, 6772, 6778, 1973, 7958, 68, 6779]","[1372648404, 1372648419, 1372648434, 1372648449, 1372648460, 1372648464, 1372648479, 1372648509, 1372648517, 1372648524, 1372648532, 1372648539, 1372648554, 1372648569, 1372648576, 1372648579, 1372648584, 1372648614, 1372648659, 1372648662, 1372648663, 1372648664, 1372648665, 1372648665, 1372648666, 1372648666, 1372648667, 1372648669, 1372648670, 1372648670, 1372648670, 1372648671, 1372648671, 1372648672, 1372648673, 1372648673, 1372648674, 1372648674, 1372648704]",20000503
93,238,"[2440, 2410, 7033, 691, 687, 685, 7643, 7645, 7237, 7239, 7240, 9614, 494, 8528, 11085, 501, 502, 504, 11084, 6751, 498, 497, 509, 507, 10105, 5393, 137, 5113, 10169, 5117, 133, 2115, 627, 651, 653, 629, 630, 8289, 641, 131, 8287, 2048, 8283, 126, 8, 2041, 6837, 2005, 5291, 2148, 10088, 2156, 6847, 6849, 6253, 6244, 6236, 6234, 6155, 4964, 6108, 4952, 4916, 8709, 8703, 4949, 8689, 4944, 10322, 4954, 4929, 4955, 6049, 4956, 10321, 4946, 4918, 4923, 8683, 4958, 6018]","[1372648496, 1372648510, 1372648526, 1372648541, 1372648552, 1372648556, 1372648566, 1372648566, 1372648567, 1372648569, 1372648571, 1372648575, 1372648586, 1372648589, 1372648597, 1372648597, 1372648600, 1372648601, 1372648605, 1372648607, 1372648612, 1372648616, 1372648627, 1372648631, 1372648646, 1372648661, 1372648676, 1372648706, 1372648716, 1372648721, 1372648723, 1372648727, 1372648734, 1372648736, 1372648736, 1372648737, 1372648744, 1372648751, 1372648766, 1372648777, 1372648781, 1372648803, 1372648811, 1372648817, 1372648826, 1372648841, 1372648850, 1372648853, 1372648856, 1372648861, 1372648871, 1372648875, 1372648885, 1372648886, 1372648892, 1372648898, 1372648901, 1372648916, 1372648931, 1372648945, 1372648946, 1372648961, 1372648976, 1372648980, 1372648991, 1372649006, 1372649021, 1372649036, 1372649040, 1372649051, 1372649073, 1372649096, 1372649111, 1372649126, 1372649141, 1372649147, 1372649156, 1372649161, 1372649164, 1372649171, 1372649186]",20000101
94,215,"[5574, 5579, 5593, 10521, 5581, 9422, 5577, 433, 8279, 434, 1318, 437, 438, 441, 586, 1305, 10403, 1862, 443, 445, 581, 8752]","[1372648539, 1372648549, 1372648554, 1372648555, 1372648560, 1372648561, 1372648569, 1372648578, 1372648583, 1372648584, 1372648590, 1372648594, 1372648599, 1372648659, 1372648672, 1372648673, 1372648674, 1372648680, 1372648689, 1372648704, 1372648719, 1372648734]",20000632
95,227,"[584, 7944, 7943, 7945, 586, 1305, 10403, 1862, 443, 446, 448, 3171, 450, 1968, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 452, 3228, 3219, 3225, 9108]","[1372648677, 1372648688, 1372648692, 1372648722, 1372648737, 1372648738, 1372648741, 1372648752, 1372648767, 1372648775, 1372648782, 1372648787, 1372648789, 1372648797, 1372648805, 1372648812, 1372648820, 1372648827, 1372648834, 1372648836, 1372648839, 1372648842, 1372648872, 1372648882, 1372648887, 1372648902]",20000492
96,250,"[56, 57, 5135, 7070, 7071, 7066, 7073, 7086, 7846, 822, 820, 3113, 5682, 5683, 818, 922, 162, 8512, 11011, 8508, 264, 9728, 9338, 10192, 10190, 5242, 7258, 10407, 10408, 8058, 5377, 1957]","[1372648688, 1372648703, 1372648718, 1372648725, 1372648730, 1372648732, 1372648733, 1372648755, 1372648756, 1372648763, 1372648774, 1372648778, 1372648784, 1372648789, 1372648790, 1372648793, 1372648823, 1372648827, 1372648834, 1372648838, 1372648843, 1372648847, 1372648853, 1372648880, 1372648883, 1372648893, 1372648894, 1372648896, 1372648897, 1372648898, 1372648941, 1372648958]",20000308
97,159,"[2333, 10242, 7024, 7333, 9241, 10518, 10222, 10219, 10746, 2385, 10749, 898, 10227, 587, 10239, 10229, 1347, 10237, 903, 1339, 1327, 10232, 10235, 1321, 5603, 5585, 5569, 5566, 2145, 2010, 2001, 2009, 6837, 2005, 5291, 2148, 10088, 2155, 2226, 2222, 2228, 6433, 2220, 2230, 2229, 6880, 6885, 346, 348, 349, 661, 663, 8922, 664, 6289, 5247, 5245, 352, 10471]","[1372648701, 1372648716, 1372648726, 1372648727, 1372648731, 1372648738, 1372648741, 1372648746, 1372648766, 1372648773, 1372648776, 1372648779, 1372648781, 1372648784, 1372648786, 1372648791, 1372648792, 1372648797, 1372648800, 1372648803, 1372648806, 1372648820, 1372648821, 1372648826, 1372648828, 1372648830, 1372648835, 1372648836, 1372648839, 1372648849, 1372648850, 1372648851, 1372648851, 1372648853, 1372648856, 1372648859, 1372648866, 1372648869, 1372648869, 1372648880, 1372648881, 1372648892, 1372648894, 1372648895, 1372648896, 1372648907, 1372648911, 1372648913, 1372648921, 1372648926, 1372648935, 1372648937, 1372648941, 1372648942, 1372648956, 1372648971, 1372649031, 1372649041, 1372649046]",20000333
98,185,"[10402, 7946, 585, 755, 1976, 3090, 569, 7945, 586, 1305, 10403, 1862, 443, 446, 448, 3171, 450, 1968, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 454, 9604, 1966]","[1372648789, 1372648834, 1372648866, 1372649029, 1372649059, 1372649082, 1372649085, 1372649089, 1372649123, 1372649125, 1372649129, 1372649149, 1372649164, 1372649179, 1372649187, 1372649192, 1372649194, 1372649201, 1372649205, 1372649209, 1372649217, 1372649224, 1372649231, 1372649233, 1372649236, 1372649239, 1372649254, 1372649269]",20000621
99,251,"[1515, 1514, 5062, 4363, 4052, 4367, 5064, 5070, 1635, 1675, 1631, 1420, 173, 3876, 1629, 1469, 1393, 1476, 1386, 165, 167, 3951, 3832, 1610, 700, 1606, 1690, 3870, 2582, 2574, 2562, 698, 1649, 2579, 1638, 2462, 697, 1651, 3595, 7027, 695, 788, 693, 2410, 7033, 689, 2444, 2485, 2441, 10495, 2479, 2438]","[1372648996, 1372649026, 1372649031, 1372649033, 1372649041, 1372649056, 1372649071, 1372649078, 1372649086, 1372649101, 1372649104, 1372649107, 1372649110, 1372649114, 1372649116, 1372649131, 1372649170, 1372649191, 1372649195, 1372649199, 1372649206, 1372649211, 1372649221, 1372649224, 1372649227, 1372649231, 1372649236, 1372649243, 1372649251, 1372649258, 1372649266, 1372649278, 1372649280, 1372649281, 1372649286, 1372649293, 1372649296, 1372649307, 1372649308, 1372649309, 1372649311, 1372649316, 1372649320, 1372649326, 1372649341, 1372649352, 1372649356, 1372649371, 1372649386, 1372649394, 1372649401, 1372649431]",20000657
